respondent_id,response_text
142222,"Economy.  Prices of food, gasoline too high.  Living on Social Security makes it difficult to pay bills."
142223,The economy is terrible leaving people struggling to live 
142224,"economy,enviroment"
142225,inflation caused by government spending
142226,big politics not enough to help all people not just the very wealthy who can buy the desired legislation they desire 
142228,Costs of healthcare.
142229,political literacy
142231,we need to get more guns off the streets and control the violence caused by juveniles. 
142233,"I think that we are too divided. I believe what Lincoln said, â€œA house divided cannot stand.â€ If we are fighting too much against ourselves, we lose focus of the things that really matter, and are not prepared to stand against the outside enemy. "
142234,"Border security,  inflation,  crime, military strength"
142235,I feel inflation and immigration are two major issues 
142237,immigration / gun control/ international assistance 
142238,poverty people going hungry 
142240,"The general price of food is way too high, needs to level off & come down."
142242,"Inflation, high prices, cost of living"
142243,"Economy, Fuel prices and the Illegal Immigrants- open border, WOKE, DEI, National safety, Military "
142245,border control 
142246,"polarizaciÃ³n, pues la forma en que el partido republicano se ha dejado arrebatar el liderazgo y al contrario ha permitido que Donald Trump haya polarizado a este gran paÃ­s."
142247,Illegal Immigration
142248,"Prices are still too high on housing and food, women are unable to make decisions about their own bodies and lives, conservative influencers attempting to push women back into the role of mothers and homemakers, and the fluidity of facts as the Republican Party sees them."
142249,division between the parties us against them
142251,cost of living is high
142254,"immigration, inflation, safety "
142255,"security, isreal, economy"
142258,"Immigration, Abortion"
142259,"Education, Adherence to Norms, Ability to discern truth, Income inequality"
142261,Unqualified people holding leadership positions.
142262,"money/corporations having such a huge influences on politics. Social media/news"" media spreading misinfomation. """
142263,over priced items how bad Biden screwed things up 
142266,Political Polarization
142267,"Social Security, health care, public education "
142269,we are no longer the UNITED States we are the DEVITED Sates
142270,"we need to work for the common good of the country and the people, not the parties and works on the problems that face our daily life "
142271,Climate change is causing issues with ocean levels rising and causing unprecedented weather patterns world wide
142272,"domestic-deficit reduction is #1, government accountability, restructuring lobbying (transparency), independence of judicial system.  foreign-cohesive communications with allied countries in which combined gdp can be used for diplomacy.  sorry."
142273,Inflation; Foreign Policy
142274,"sending money to ukraine not helping our people , not securing the border"
142275,too much divide 
142277,"immigration,  the border "
142278,"Open borders & the influx of drugs, gang members, terrorists, and the burden on US citizens, the economy,& welfare programs (housing medical,food,etc)"
142279,Stopping a dictatorship take over
142281,The economy is unstable.
142282,unrestricted immigration
