respondent_id,response_text,llm_code_label,confidence,raw_model_output
141437,opposition between republicans and democrats,Social Issues,High,"The response refers to opposition between political groups as social division without explicit mention of political institutions, fitting the Social Issues category."
141438,"Economy, Stock Market, Jobs, Schools",Economy,High,"The response mentions Economy-related issues first (Economy, Stock Market, Jobs) and Schools is secondary; per rules, code the first emphasized issue."
141439,Economy. Biden was doing a poor job with the overall economy. Trump did a much better job first time around.,Economy,High,"The response explicitly mentions the economy and compares economic performance under different leaders, focusing on economic issues."
141441,Economy Illegals entering the country crime rate to high and abortion  rights,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""Multiple issues mentioned; 'Economy' is listed first and thus coded per rule 2.""
}
```"
141442,trump's inability to govern,Politics/Democracy,High,"The response criticizes a political leader's governance ability, which relates to government and political institutions, fitting the Politics/Democracy category."
141443,threat of world war,Foreign Policy,High,"The response mentions 'threat of world war,' which relates to international relations and national security abroad, fitting the Foreign Policy category."
141444,lack of border control,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'lack of border control,' which directly relates to immigration issues.""
}
```"
141445,"Open border, it needs to be closed",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response directly references 'open border' and the need to close it, which relates to border control and immigration policy.""
}
```"
141446,"Racism, Police Brutality, Government Controlling telling woman what they can and can't do with Thier bodies.",Social Issues,High,"The response mentions racism and police brutality, which are social issues, and government control over women's bodies, which relates to social and cultural rights; the emphasis is on social conflict rather than specific political institutions."
141448,Trump and the MAGA movement scare me and I have even thought of leaving this country.  The corruption and cronyism in the Republican Party right now. 1. The cost of living is out of control.  ,Politics/Democracy,High,"The response emphasizes corruption and cronyism in a political party and fear related to political movements, which fits Politics/Democracy. Although cost of living is mentioned, the political critique is more emphasized."
141449,boarders.....vets have no care....the elderly,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'vets have no care' and 'the elderly,' which relates to healthcare access and services; 'boarders' likely refers to 'borders' but is misspelled and less emphasized.""
}
```"
141451,"Hate, racism, global warming",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Environment"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""Multiple issues mentioned: hate and racism relate to Social Issues, global warming relates to Environment. Since equal emphasis, code the first issue mentioned, which is hate (Social Issues), but global warming is a distinct problem. Given the presence of global warming, Environment is chosen as it is a specific problem, while hate and racism are social issues. However, emphasis is unclear, so confidence is medium.""
}
```"
141452,illegal migration,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'illegal migration,' which directly relates to immigration issues.""
}
```"
141453,war- I'm  afraid  we will be at war with other countries ,Foreign Policy,High,"The response explicitly mentions fear of war with other countries, which relates to international relations and national security abroad, fitting the Foreign Policy category."
141454,immigration ; homelessness ,Immigration,High,"The response mentions 'immigration' first and 'homelessness' second; per rules, code the first issue when multiple are mentioned with equal emphasis."
141455,Reproductive Rights,Healthcare,High,"Reproductive rights relate to abortion and access to healthcare services, which fall under Healthcare."
141456,"Economics. Financially, our country is in trouble. Too much money has been sent overseas while US citizens are struggling every day. Veterans are treated disgracefully, victims of natural disasters have been forgotten, etc.",Economy,High,"The response emphasizes financial trouble and economic struggles of citizens, which aligns with the Economy category."
141457,cost of goods and services,Economy,High,"The response refers to 'cost of goods and services,' which relates to prices and cost of living, key economic issues."
141458,"immigration from communist countries and foreign policy , loss in family values, healthcare",Immigration,High,"The response mentions multiple issues, but 'immigration from communist countries' is mentioned first and thus is coded as Immigration according to the rules."
141461,"Where to begin? Reproductive freedom, gay rights, military used to separate and deport illegal immigrants and create family separations, no guardrails to prevent the Fuhrer from destroying our Democracy, having more far right appointments to our Judiciary and to the Supreme Court. The list of fears is long!!!!!",Politics/Democracy,High,"The response emphasizes threats to democracy, judiciary appointments, and government actions undermining democratic institutions, fitting the Politics/Democracy category despite mentioning other issues."
141462,economy and its rising prices,Economy,High,"The response emphasizes the economy and rising prices, which fits the Economy category."
141463,"economy, food products are to costly.",Economy,High,"The response mentions 'economy' and specifically highlights the high cost of food products, which relates to prices and cost of living, fitting the Economy category."
